machineName,prefix,additionalInfo
204554-1-T,,Error occurred while getting display configurations: display count did not match
204554-1-T,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
204554-12-T,PV_LR,successful
204561-4-T,PV,successful
204564-4-T,PV,successful
204567-1-T,,Computer: 204567-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\204567-1-T\C$\Install\extract v2.5.zip'
204561-3-T,LPH_LR,successful
204571-4-H,LH,successful
204565-10-T,PV,successful
204571-3-H,LR_LPH,successful
204572-3-H,LPH_LR,successful
204574-3-T,,Computer: 204574-3-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\204574-3-T\C$\Install\extract v2.5.zip'
204573-12-T,PV_LR,successful
204572-10-H,,Computer: 204572-10-H failed to download or is disconnected. Error: The network path was not found. : '\\204572-10-H\C$\Install\extract v2.5.zip'
204574-4-T,PV,successful
204572-3-T,,Computer: 204572-3-T failed to download or is disconnected. Error: The network path was not found. : '\\204572-3-T\C$\Install\extract v2.5.zip'
204575-10-T,PV,successful
204574-4-H,,Computer: 204574-4-H failed to download or is disconnected. Error: The network path was not found. : '\\204574-4-H\C$\Install\extract v2.5.zip'
204575-3-T,LPH_LR,successful
204577-4-T,,Computer: 204577-4-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\204577-4-T\C$\Install\extract v2.5.zip'
204575-1-T,,Computer: 204575-1-T failed to download or is disconnected. Error: The network path was not found. : '\\204575-1-T\C$\Install\extract v2.5.zip'
204581-3-T,,Computer: 204581-3-T failed to download or is disconnected. Error: The network path was not found. : '\\204581-3-T\C$\Install\extract v2.5.zip'
204581-4-T,,Computer: 204581-4-T failed to download or is disconnected. Error: The network path was not found. : '\\204581-4-T\C$\Install\extract v2.5.zip'
204577-17-T,,Computer: 204577-17-T failed to download or is disconnected. Error: The network path was not found. : '\\204577-17-T\C$\Install\extract v2.5.zip'
204579-3-T,,Computer: 204579-3-T failed to download or is disconnected. Error: The network path was not found. : '\\204579-3-T\C$\Install\extract v2.5.zip'
204584-12-H,,physical display count did not match data from C-nario
204584-12-H,,Error occurred while getting display configurations: display count did not match
204584-12-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
204585-1-H,,Computer: 204585-1-H failed to download or is disconnected. Error: The target account name is incorrect. : '\\204585-1-H\C$\Install\extract v2.5.zip'
204579-4-T,,Computer: 204579-4-T failed to download or is disconnected. Error: The network path was not found. : '\\204579-4-T\C$\Install\extract v2.5.zip'
204585-1-T,,Computer: 204585-1-T failed to download or is disconnected. Error: The network path was not found. : '\\204585-1-T\C$\Install\extract v2.5.zip'
204581-1-T,,Computer: 204581-1-T failed to download or is disconnected. Error: The network path was not found. : '\\204581-1-T\C$\Install\extract v2.5.zip'
204586-12-H,PV_LR,successful
204584-3-H,,Computer: 204584-3-H failed to download or is disconnected. Error: The network path was not found. : '\\204584-3-H\C$\Install\extract v2.5.zip'
204591-12-H,PV_LR,successful
204590-12-H,PV_LR,successful
204592-10-H,,Smart failure prediction TRUE!.
204592-10-H,,nonLoadableDeviceName was not changed
204592-10-H,,Error occurred while processing subkey 637792439632939536: nonloadable was not changed
204592-3-H,LPH_LR,successful
204590-1-H,,Computer: 204590-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204590-1-H\C$\Install\extract v2.5.zip'
204591-1-H,,Computer: 204591-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204591-1-H\C$\Install\extract v2.5.zip'
204592-1-H,,Computer: 204592-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204592-1-H\C$\Install\extract v2.5.zip'
204593-12-H,PV_LR,successful
204596-1-H,,Computer: 204596-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204596-1-H\C$\Install\extract v2.5.zip'
204597-1-H,,nonLoadableDeviceName was not changed
204597-1-H,,Error occurred while processing subkey 637745720469623954: nonloadable was not changed
204597-3-H,,"Error occurred while processing prefix: Index operation failed; the array index evaluated to null.
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 247"
204593-1-H,,Computer: 204593-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204593-1-H\C$\Install\extract v2.5.zip'
204596-10-H,,Computer: 204596-10-H failed to download or is disconnected. Error: The network path was not found. : '\\204596-10-H\C$\Install\extract v2.5.zip'
204599-12-T,LR_PV,successful
204604-1-H,,Computer: 204604-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204604-1-H\C$\Install\extract v2.5.zip'
204604-3-H,LPH_LR,successful
204604-4-H,PV,successful
204596-3-H,,Computer: 204596-3-H failed to download or is disconnected. Error: The network path was not found. : '\\204596-3-H\C$\Install\extract v2.5.zip'
204605-12-H,LR_PV,successful
204600-12-H,,Computer: 204600-12-H failed to download or is disconnected. Error: The network path was not found. : '\\204600-12-H\C$\Install\extract v2.5.zip'
204610-17-H,LR_LPH,successful
204608-4-H,PV_LH,successful
204606-12-H,,Computer: 204606-12-H failed to download or is disconnected. Error: The network path was not found. : '\\204606-12-H\C$\Install\extract v2.5.zip'
204606-1-H,,Computer: 204606-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204606-1-H\C$\Install\extract v2.5.zip'
204610-4-H,PV,successful
204608-3-H,,Computer: 204608-3-H failed to download or is disconnected. Error: The network path was not found. : '\\204608-3-H\C$\Install\extract v2.5.zip'
204617-1-T,,Not enough Free space on drive C: 5 GB
204617-2-T,PMP,successful
204619-12-H,LR_PV,successful
204619-12-T,,Computer: 204619-12-T failed to download or is disconnected. Error: The network path was not found. : '\\204619-12-T\C$\Install\extract v2.5.zip'
204622-1-H,,Computer: 204622-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204622-1-H\C$\Install\extract v2.5.zip'
204621-3-H,LR_LPH,successful
204610-1-H,,Computer: 204610-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204610-1-H\C$\Install\extract v2.5.zip'
204623-12-H,PV_LR,successful
204619-1-H,,Computer: 204619-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204619-1-H\C$\Install\extract v2.5.zip'
204621-10-H,,Computer: 204621-10-H failed to download or is disconnected. Error: The network path was not found. : '\\204621-10-H\C$\Install\extract v2.5.zip'
204624-4-H,PV,successful
204626-1-H,LH,successful
204623-1-H,,Computer: 204623-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204623-1-H\C$\Install\extract v2.5.zip'
204626-3-H,LR_LPH,successful
204625-12-H,,Computer: 204625-12-H failed to download or is disconnected. Error: The network path was not found. : '\\204625-12-H\C$\Install\extract v2.5.zip'
204626-4-H,,Not enough Free space on drive C: 7 GB
204625-1-T,,Computer: 204625-1-T failed to download or is disconnected. Error: The network path was not found. : '\\204625-1-T\C$\Install\extract v2.5.zip'
204629-1-T,,Computer: 204629-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\204629-1-T\C$\Install\extract v2.5.zip'
204629-10-T,LH_PMP,successful
204627-1-H,LL4P,successful
204629-3-T,LPH_LR,successful
204631-12-H,,physical display count did not match data from C-nario
204631-12-H,,Error occurred while getting display configurations: display count did not match
204631-12-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
204635-12-T,,Error occurred while compiling prefix: You cannot call a method on a null-valued expression.
204635-12-T,,prefix is empty
204635-1-T,,Computer: 204635-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\204635-1-T\C$\Install\extract v2.5.zip'
204636-1-T,,Computer: 204636-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\204636-1-T\C$\Install\extract v2.5.zip'
204639-3-H,LR_LPH,successful
204636-12-T,PV_LR,successful
204639-4-H,PV,successful
204642-3-H,LPH_LR,successful
204642-4-H,PV,successful
204640-12-H,PV_LR,successful
204637-12-H,,Computer: 204637-12-H failed to download or is disconnected. Error: The network path was not found. : '\\204637-12-H\C$\Install\extract v2.5.zip'
204637-1-H,,Computer: 204637-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204637-1-H\C$\Install\extract v2.5.zip'
204645-12-H,LR_LH,successful
204644-12-H,PV_LR,successful
204649-17-H,LR_LPH,successful
204643-12-T,,Computer: 204643-12-T failed to download or is disconnected. Error: The network path was not found. : '\\204643-12-T\C$\Install\extract v2.5.zip'
204647-12-H,,Computer: 204647-12-H failed to download or is disconnected. Error: The network path was not found. : '\\204647-12-H\C$\Install\extract v2.5.zip'
204647-1-H,,Computer: 204647-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204647-1-H\C$\Install\extract v2.5.zip'
204649-4-H,LH,successful
204650-1-T,LH,successful
204651-12-T,PV_LR,successful
204649-1-T,,Computer: 204649-1-T failed to download or is disconnected. Error: The network path was not found. : '\\204649-1-T\C$\Install\extract v2.5.zip'
204659-10-H,PMP_LH,successful
204659-1-H,,Computer: 204659-1-H failed to download or is disconnected. Error: The target account name is incorrect. : '\\204659-1-H\C$\Install\extract v2.5.zip'
204659-3-H,LPH_LR,successful
204651-1-T,,Computer: 204651-1-T failed to download or is disconnected. Error: The network path was not found. : '\\204651-1-T\C$\Install\extract v2.5.zip'
204660-3-H,LR_LPH,successful
204653-1-H,,Computer: 204653-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204653-1-H\C$\Install\extract v2.5.zip'
204660-4-H,PV_LH,successful
204655-12-H,,Computer: 204655-12-H failed to download or is disconnected. Error: The network path was not found. : '\\204655-12-H\C$\Install\extract v2.5.zip'
204661-4-H,PV,successful
204662-3-H,LR_LPH,successful
204662-3-T,,Computer: 204662-3-T failed to download or is disconnected. Error: The network path was not found. : '\\204662-3-T\C$\Install\extract v2.5.zip'
204662-4-H,PV,successful
204661-17-H,,Computer: 204661-17-H failed to download or is disconnected. Error: The network path was not found. : '\\204661-17-H\C$\Install\extract v2.5.zip'
204661-1-H,,Computer: 204661-1-H failed to download or is disconnected. Error: The network path was not found. : '\\204661-1-H\C$\Install\extract v2.5.zip'
204666-3-H,,Computer: 204666-3-H failed to download or is disconnected. Error: The network path was not found. : '\\204666-3-H\C$\Install\extract v2.5.zip'
204666-3-T,,Computer: 204666-3-T failed to download or is disconnected. Error: The network path was not found. : '\\204666-3-T\C$\Install\extract v2.5.zip'
204668-3-T,,Computer: 204668-3-T failed to download or is disconnected. Error: The network path was not found. : '\\204668-3-T\C$\Install\extract v2.5.zip'
204668-4-T,,Computer: 204668-4-T failed to download or is disconnected. Error: The network path was not found. : '\\204668-4-T\C$\Install\extract v2.5.zip'
204666-4-H,,Computer: 204666-4-H failed to download or is disconnected. Error: The network path was not found. : '\\204666-4-H\C$\Install\extract v2.5.zip'
204670-4-H,,nonLoadableDeviceName was not changed
204670-4-H,,Error occurred while processing subkey 637770606419763699: nonloadable was not changed
204666-4-T,,Computer: 204666-4-T failed to download or is disconnected. Error: The network path was not found. : '\\204666-4-T\C$\Install\extract v2.5.zip'
204670-3-H,LPH_LR,successful
204668-3-H,,Computer: 204668-3-H failed to download or is disconnected. Error: The network path was not found. : '\\204668-3-H\C$\Install\extract v2.5.zip'
